"date";"route";"stamp";"price_brl";"source_file"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"1580.35";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"1735.6";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"1955.9";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2005.62";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2011.75";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2170.26";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2189.19";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2293.19";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2421.03";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2705.9";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"2773.28";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"3077.9";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"3242.06";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"3499";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-12";"GYN-CAC";"2025-11-11T19-55-11-159Z";"3620.92";"data/2025-11-12_GYN-CAC/2025-11-11T19-55-11-159Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"1634.02";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"1767.07";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"1889.99";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"1955.9";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"1987.58";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"2017.83";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"2189.19";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"2773.28";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3050.9";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3104.9";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3212.89";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3213.62";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3270.5";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3384.25";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3497.9";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3499";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3619.78";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-13";"GYN-CAC";"2025-11-11T19-57-12-788Z";"3620.92";"data/2025-11-13_GYN-CAC/2025-11-11T19-57-12-788Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1474.26";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1628.16";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1634.02";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1767.07";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1889.99";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1905.29";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1955.9";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"1987.58";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2005.62";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2017.83";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2039.89";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2075.35";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2170.26";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2179.61";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2189.19";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2217.51";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2293.19";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2421.03";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2432.9";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2517.68";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2705.9";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"2800.19";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3239.89";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3412.69";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3497.9";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3499";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3619.78";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3620.92";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-14";"GYN-CAC";"2025-11-11T19-59-31-906Z";"3724.39";"data/2025-11-14_GYN-CAC/2025-11-11T19-59-31-906Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1280.66";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1291.26";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1373.35";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1385.28";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1396.32";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1409.17";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1439.96";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1519.25";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1528.6";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1541.88";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1568.47";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1627.42";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1656.87";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1763.33";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1798.82";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1955.9";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"1987.58";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"2705.9";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"2800.19";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"3497.9";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"3499";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"3619.78";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
"2025-11-15";"GYN-CAC";"2025-11-11T20-04-49-416Z";"3620.92";"data/2025-11-15_GYN-CAC/2025-11-11T20-04-49-416Z/results.csv"
